PPN01478	GPAL|GPLIN_001293100	GROS|GROS_g04709.t1
PPN02391	GPAL|GPLIN_001385400	GROS|GROS_g09679.t1
PPN02392	GPAL|GPLIN_001399900	GROS|GROS_g07785.t1
PPN06397	GPAL|GPLIN_000288600	GROS|GROS_g05486.t1
PPN08342	GPAL|GPLIN_001122400	GROS|GROS_g09056.t1
PPN02538	GPAL|GPLIN_000387400	GROS|GROS_g07515.t1
PPN02539	GPAL|GPLIN_000606800	GROS|GROS_g02120.t1
PPN02530	GPAL|GPLIN_000054500	GROS|GROS_g03433.t1
PPN02531	GPAL|GPLIN_001216900	GROS|GROS_g09616.t1
PPN02532	GPAL|GPLIN_000774500	GROS|GROS_g00778.t1
PPN02534	GPAL|GPLIN_000448500	GROS|GROS_g08985.t1
PPN02535	GPAL|GPLIN_001143200	GROS|GROS_g07247.t1
PPN02536	GPAL|GPLIN_001143100	GROS|GROS_g07248.t1
PPN02537	GPAL|GPLIN_000550000	GROS|GROS_g07711.t1
PPN06957	GPAL|GPLIN_000339200	GROS|GROS_g07767.t1
PPN01134	GPAL|GPLIN_000338300	GROS|GROS_g09784.t1
PPN01136	GPAL|GPLIN_000606200	GROS|GROS_g02111.t1
PPN01131	GPAL|GPLIN_000340300	GROS|GROS_g07756.t1
PPN01130	GPAL|GPLIN_000254200	GROS|GROS_g10408.t1
PPN01132	GPAL|GPLIN_001326400	GROS|GROS_g03777.t1
PPN11357	GPAL|GPLIN_000032200	GROS|GROS_g05021.t1
PPN12494	GPAL|GPLIN_000977700	GROS|GROS_g12009.t1
PPN11286	GPAL|GPLIN_000205900	GROS|GROS_g07386.t1
PPN12682	GPAL|GPLIN_001168000	GROS|GROS_g01938.t1
PPN06841	GPAL|GPLIN_000090900	GROS|GROS_g00800.t1
PPN00251	GPAL|GPLIN_000780500	GROS|GROS_g00018.t1
PPN12642	GPAL|GPLIN_001121400	GROS|GROS_g00660.t1
PPN11504	GPAL|GPLIN_000174900	GROS|GROS_g12353.t1
PPN04378	GPAL|GPLIN_000040700	GROS|GROS_g02213.t1
PPN04379	GPAL|GPLIN_001183300	GROS|GROS_g02977.t1
PPN04370	GPAL|GPLIN_001623700	GROS|GROS_g02125.t1
PPN04371	GPAL|GPLIN_001156300	GROS|GROS_g10010.t1
PPN04372	GPAL|GPLIN_000078900	GROS|GROS_g03565.t1
PPN04373	GPAL|GPLIN_000888300	GROS|GROS_g01387.t1
PPN04374	GPAL|GPLIN_000393800	GROS|GROS_g00904.t1
PPN04375	GPAL|GPLIN_000685700	GROS|GROS_g12808.t1
PPN04376	GPAL|GPLIN_001077100	GROS|GROS_g12014.t1
PPN04377	GPAL|GPLIN_000215200	GROS|GROS_g07401.t1
PPN11944	GPAL|GPLIN_000539800	GROS|GROS_g07776.t1
PPN03473	GPAL|GPLIN_000264700	GROS|GROS_g07878.t1
PPN03471	GPAL|GPLIN_001413200	GROS|GROS_g01643.t1
PPN03474	GPAL|GPLIN_000718400	GROS|GROS_g10420.t1
PPN06628	GPAL|GPLIN_000449800	GROS|GROS_g09341.t1
PPN06629	GPAL|GPLIN_001094500	GROS|GROS_g11407.t1
PPN03478	GPAL|GPLIN_001409200	GROS|GROS_g09425.t1
PPN11372	GPAL|GPLIN_000044200	GROS|GROS_g04882.t1
PPN11370	GPAL|GPLIN_000043800	GROS|GROS_g04874.t1
PPN11376	GPAL|GPLIN_000049900	GROS|GROS_g02342.t1
PPN11377	GPAL|GPLIN_000051300	GROS|GROS_g06050.t1
PPN11374	GPAL|GPLIN_000047800	GROS|GROS_g11467.t1
PPN11375	GPAL|GPLIN_000048400	GROS|GROS_g06059.t1
PPN11808	GPAL|GPLIN_000419000	GROS|GROS_g06007.t1
PPN11378	GPAL|GPLIN_000051900	GROS|GROS_g14271.t1
PPN11379	GPAL|GPLIN_000052800	GROS|GROS_g11339.t1
PPN12539	GPAL|GPLIN_001021000	GROS|GROS_g13258.t1
PPN12538	GPAL|GPLIN_001020600	GROS|GROS_g11025.t1
PPN02703	GPAL|GPLIN_001107600	GROS|GROS_g05056.t1
PPN02702	GPAL|GPLIN_000472900	GROS|GROS_g11577.t1
PPN02701	GPAL|GPLIN_000472700	GROS|GROS_g11574.t1
PPN02700	GPAL|GPLIN_000427700	GROS|GROS_g02794.t1
PPN02707	GPAL|GPLIN_000256500	GROS|GROS_g04400.t1
PPN02706	GPAL|GPLIN_000256600	GROS|GROS_g04401.t1
PPN02705	GPAL|GPLIN_000135600	GROS|GROS_g05924.t1
PPN02709	GPAL|GPLIN_000031300	GROS|GROS_g05341.t1
PPN02708	GPAL|GPLIN_001514400	GROS|GROS_g04222.t1
PPN00418	GPAL|GPLIN_000077200	GROS|GROS_g01977.t1
PPN08662	GPAL|GPLIN_001413100	GROS|GROS_g01642.t1
PPN04015	GPAL|GPLIN_001402000	GROS|GROS_g02321.t1
PPN06845	GPAL|GPLIN_001484500	GROS|GROS_g02976.t1
PPN06840	GPAL|GPLIN_001105800	GROS|GROS_g09052.t1
PPN06843	GPAL|GPLIN_000541000	GROS|GROS_g00199.t1
PPN06848	GPAL|GPLIN_000396700	GROS|GROS_g03056.t1
PPN06824	GPAL|GPLIN_000041900	GROS|GROS_g02201.t1
PPN12592	GPAL|GPLIN_001069800	GROS|GROS_g10064.t1
PPN04014	GPAL|GPLIN_000769800	GROS|GROS_g04115.t1
PPN12052	GPAL|GPLIN_000619200	GROS|GROS_g09511.t1
PPN12053	GPAL|GPLIN_000619500	GROS|GROS_g11655.t1
PPN12050	GPAL|GPLIN_000618100	GROS|GROS_g04021.t1
PPN12051	GPAL|GPLIN_000619000	GROS|GROS_g09507.t1
PPN12056	GPAL|GPLIN_000622300	GROS|GROS_g01890.t1
PPN12057	GPAL|GPLIN_000625100	GROS|GROS_g01716.t1
PPN12054	GPAL|GPLIN_000619600	GROS|GROS_g11654.t1
PPN12055	GPAL|GPLIN_000621000	GROS|GROS_g01880.t1
PPN12728	GPAL|GPLIN_001200200	GROS|GROS_g11112.t1
PPN12729	GPAL|GPLIN_001201000	GROS|GROS_g00559.t1
PPN12058	GPAL|GPLIN_000625400	GROS|GROS_g10689.t1
PPN12059	GPAL|GPLIN_000625500	GROS|GROS_g12506.t1
PPN04140	GPAL|GPLIN_000945700	GROS|GROS_g02712.t1
PPN04411	GPAL|GPLIN_000071600	GROS|GROS_g02242.t1
PPN04410	GPAL|GPLIN_000991300	GROS|GROS_g05207.t1
PPN04413	GPAL|GPLIN_001050200	GROS|GROS_g04148.t1
PPN04412	GPAL|GPLIN_001208600	GROS|GROS_g02094.t1
PPN04149	GPAL|GPLIN_000076100	GROS|GROS_g07639.t1
PPN04148	GPAL|GPLIN_001062900	GROS|GROS_g11205.t1
PPN04418	GPAL|GPLIN_000150000	GROS|GROS_g02150.t1
PPN06055	GPAL|GPLIN_000715100	GROS|GROS_g00752.t1
PPN08396	GPAL|GPLIN_000198000	GROS|GROS_g13482.t1
PPN06054	GPAL|GPLIN_000076300	GROS|GROS_g07641.t1
PPN08397	GPAL|GPLIN_000511900	GROS|GROS_g00032.t1
PPN06053	GPAL|GPLIN_000222100	GROS|GROS_g07643.t1
PPN06052	GPAL|GPLIN_000340600	GROS|GROS_g07752.t1
PPN08392	GPAL|GPLIN_000836100	GROS|GROS_g05150.t1
PPN06050	GPAL|GPLIN_001309400	GROS|GROS_g00508.t1
PPN08390	GPAL|GPLIN_000699900	GROS|GROS_g05145.t1
PPN11548	GPAL|GPLIN_000201200	GROS|GROS_g07966.t1
PPN08469	GPAL|GPLIN_000144500	GROS|GROS_g02264.t1
PPN12944	GPAL|GPLIN_001432600	GROS|GROS_g05302.t1
PPN12945	GPAL|GPLIN_001433900	GROS|GROS_g12947.t1
PPN12946	GPAL|GPLIN_001436400	GROS|GROS_g08183.t1
PPN12947	GPAL|GPLIN_001442600	GROS|GROS_g01443.t1
PPN12941	GPAL|GPLIN_001429000	GROS|GROS_g13659.t1
PPN12942	GPAL|GPLIN_001431500	GROS|GROS_g01782.t1
PPN12943	GPAL|GPLIN_001431700	GROS|GROS_g05913.t1
PPN12948	GPAL|GPLIN_001443900	GROS|GROS_g10693.t1
PPN11542	GPAL|GPLIN_000197000	GROS|GROS_g09257.t1
PPN02350	GPAL|GPLIN_001367000	GROS|GROS_g04557.t1
PPN11544	GPAL|GPLIN_000197500	GROS|GROS_g13297.t1
PPN03397	GPAL|GPLIN_000645600	GROS|GROS_g08775.t1
PPN03396	GPAL|GPLIN_001145800	GROS|GROS_g10581.t1
PPN03395	GPAL|GPLIN_000815100	GROS|GROS_g02694.t1
PPN03392	GPAL|GPLIN_000378600	GROS|GROS_g00603.t1
PPN03391	GPAL|GPLIN_000378200	GROS|GROS_g00597.t1
PPN02351	GPAL|GPLIN_001366900	GROS|GROS_g04556.t1
PPN12779	GPAL|GPLIN_001243900	GROS|GROS_g11999.t1
PPN11499	GPAL|GPLIN_000170600	GROS|GROS_g03122.t1
PPN11498	GPAL|GPLIN_000170500	GROS|GROS_g03123.t1
PPN05970	GPAL|GPLIN_001145000	GROS|GROS_g10983.t1
PPN09098	GPAL|GPLIN_000851100	GROS|GROS_g08791.t1
PPN09099	GPAL|GPLIN_000854300	GROS|GROS_g09600.t1
PPN11149	GPAL|GPLIN_001243000	GROS|GROS_g05413.t1
PPN09092	GPAL|GPLIN_000829700	GROS|GROS_g09182.t1
PPN09093	GPAL|GPLIN_000841200	GROS|GROS_g03780.t1
PPN06903	GPAL|GPLIN_000409500	GROS|GROS_g06969.t1
PPN09091	GPAL|GPLIN_000821700	GROS|GROS_g04339.t1
PPN09097	GPAL|GPLIN_000849100	GROS|GROS_g08022.t1
PPN09094	GPAL|GPLIN_000842700	GROS|GROS_g01996.t1
PPN09095	GPAL|GPLIN_000844600	GROS|GROS_g14290.t1
PPN12330	GPAL|GPLIN_000850800	GROS|GROS_g08787.t1
PPN08601	GPAL|GPLIN_000277800	GROS|GROS_g08508.t1
PPN05425	GPAL|GPLIN_000109100	GROS|GROS_g10856.t1
PPN03644	GPAL|GPLIN_000130900	GROS|GROS_g05868.t1
PPN03647	GPAL|GPLIN_000205000	GROS|GROS_g00444.t1
PPN02518	GPAL|GPLIN_000481700	GROS|GROS_g06089.t1
PPN02519	GPAL|GPLIN_000012300	GROS|GROS_g02547.t1
PPN02516	GPAL|GPLIN_000587400	GROS|GROS_g06103.t1
PPN02514	GPAL|GPLIN_000624200	GROS|GROS_g09830.t1
PPN02515	GPAL|GPLIN_000759700	GROS|GROS_g13251.t1
PPN02512	GPAL|GPLIN_000256400	GROS|GROS_g04399.t1
PPN02513	GPAL|GPLIN_000256200	GROS|GROS_g04397.t1
PPN02510	GPAL|GPLIN_000564700	GROS|GROS_g00947.t1
PPN02511	GPAL|GPLIN_000256300	GROS|GROS_g04398.t1
PPN08603	GPAL|GPLIN_000156600	GROS|GROS_g09556.t1
PPN05395	GPAL|GPLIN_000773400	GROS|GROS_g00767.t1
PPN12822	GPAL|GPLIN_001285500	GROS|GROS_g07838.t1
PPN12824	GPAL|GPLIN_001286500	GROS|GROS_g13817.t1
PPN11727	GPAL|GPLIN_000354500	GROS|GROS_g13687.t1
PPN00603	GPAL|GPLIN_000675100	GROS|GROS_g01920.t1
PPN11721	GPAL|GPLIN_000349500	GROS|GROS_g08188.t1
PPN11720	GPAL|GPLIN_000349400	GROS|GROS_g12479.t1
PPN11723	GPAL|GPLIN_000352000	GROS|GROS_g03654.t1
PPN11722	GPAL|GPLIN_000350500	GROS|GROS_g05337.t1
PPN06107	GPAL|GPLIN_000220600	GROS|GROS_g05581.t1
PPN00276	GPAL|GPLIN_000058900	GROS|GROS_g03705.t1
PPN12079	GPAL|GPLIN_000645300	GROS|GROS_g10219.t1
PPN12077	GPAL|GPLIN_000644300	GROS|GROS_g07333.t1
PPN12071	GPAL|GPLIN_000638200	GROS|GROS_g13617.t1
PPN04600	GPAL|GPLIN_000927800	GROS|GROS_g05561.t1
PPN04601	GPAL|GPLIN_000232100	GROS|GROS_g04082.t1
PPN04602	GPAL|GPLIN_000445600	GROS|GROS_g07462.t1
PPN04604	GPAL|GPLIN_001346700	GROS|GROS_g08227.t1
PPN04605	GPAL|GPLIN_000655300	GROS|GROS_g01212.t1
PPN04606	GPAL|GPLIN_000103500	GROS|GROS_g01249.t1
PPN04607	GPAL|GPLIN_000006200	GROS|GROS_g08569.t1
PPN04608	GPAL|GPLIN_000550200	GROS|GROS_g07707.t1
PPN04357	GPAL|GPLIN_000373700	GROS|GROS_g02849.t1
PPN04354	GPAL|GPLIN_000883800	GROS|GROS_g08124.t1
PPN04355	GPAL|GPLIN_000883900	GROS|GROS_g08123.t1
PPN04353	GPAL|GPLIN_000953000	GROS|GROS_g12796.t1
PPN04350	GPAL|GPLIN_001098700	GROS|GROS_g11093.t1
PPN04351	GPAL|GPLIN_000513900	GROS|GROS_g01773.t1
PPN06604	GPAL|GPLIN_000991900	GROS|GROS_g05199.t1
PPN06602	GPAL|GPLIN_000280000	GROS|GROS_g00742.t1
PPN06603	GPAL|GPLIN_001122600	GROS|GROS_g09053.t1
PPN06600	GPAL|GPLIN_000692400	GROS|GROS_g02033.t1
PPN06601	GPAL|GPLIN_000120600	GROS|GROS_g02409.t1
PPN06608	GPAL|GPLIN_000200900	GROS|GROS_g12182.t1
PPN06609	GPAL|GPLIN_000846700	GROS|GROS_g07861.t1
PPN08850	GPAL|GPLIN_001085200	GROS|GROS_g06746.t1
PPN08855	GPAL|GPLIN_000189500	GROS|GROS_g00336.t1
PPN08857	GPAL|GPLIN_001291100	GROS|GROS_g06820.t1
PPN08856	GPAL|GPLIN_001510900	GROS|GROS_g10651.t1
PPN11826	GPAL|GPLIN_000432300	GROS|GROS_g01684.t1
PPN11827	GPAL|GPLIN_000433500	GROS|GROS_g13212.t1
PPN11824	GPAL|GPLIN_000432000	GROS|GROS_g01681.t1
PPN11825	GPAL|GPLIN_000432100	GROS|GROS_g01682.t1
PPN11822	GPAL|GPLIN_000430900	GROS|GROS_g05070.t1
PPN11820	GPAL|GPLIN_000429800	GROS|GROS_g03751.t1
PPN11821	GPAL|GPLIN_000430100	GROS|GROS_g03748.t1
PPN11829	GPAL|GPLIN_000436200	GROS|GROS_g01431.t1
PPN06825	GPAL|GPLIN_000679100	GROS|GROS_g09467.t1
PPN06228	GPAL|GPLIN_000267200	GROS|GROS_g00954.t1
PPN06229	GPAL|GPLIN_001103800	GROS|GROS_g01476.t1
PPN02729	GPAL|GPLIN_001250000	GROS|GROS_g07042.t1
PPN02728	GPAL|GPLIN_001356100	GROS|GROS_g00047.t1
PPN02721	GPAL|GPLIN_000305900	GROS|GROS_g09760.t1
PPN02720	GPAL|GPLIN_001084200	GROS|GROS_g12517.t1
PPN02723	GPAL|GPLIN_000372900	GROS|GROS_g02838.t1
PPN02725	GPAL|GPLIN_000898200	GROS|GROS_g01354.t1
PPN02724	GPAL|GPLIN_000859100	GROS|GROS_g06261.t1
PPN02727	GPAL|GPLIN_001355800	GROS|GROS_g00050.t1
PPN02726	GPAL|GPLIN_000391400	GROS|GROS_g10556.t1
PPN06225	GPAL|GPLIN_000736700	GROS|GROS_g12065.t1
PPN06226	GPAL|GPLIN_000480000	GROS|GROS_g08808.t1
PPN06227	GPAL|GPLIN_000060000	GROS|GROS_g02456.t1
PPN00479	GPAL|GPLIN_000183000	GROS|GROS_g11018.t1
PPN00478	GPAL|GPLIN_000096800	GROS|GROS_g07079.t1
PPN00477	GPAL|GPLIN_000378500	GROS|GROS_g00602.t1
PPN11672	GPAL|GPLIN_000319000	GROS|GROS_g11127.t1
PPN03729	GPAL|GPLIN_001202300	GROS|GROS_g09211.t1
PPN06223	GPAL|GPLIN_000115100	GROS|GROS_g10098.t1
PPN02400	GPAL|GPLIN_000881600	GROS|GROS_g03407.t1
PPN02401	GPAL|GPLIN_001025100	GROS|GROS_g03402.t1
PPN02402	GPAL|GPLIN_000451800	GROS|GROS_g04255.t1
PPN02403	GPAL|GPLIN_000035500	GROS|GROS_g06146.t1
PPN02404	GPAL|GPLIN_000035300	GROS|GROS_g06148.t1
PPN02405	GPAL|GPLIN_000035200	GROS|GROS_g06150.t1
PPN04842	GPAL|GPLIN_001150500	GROS|GROS_g10686.t1
PPN02406	GPAL|GPLIN_000034900	GROS|GROS_g06156.t1
PPN04511	GPAL|GPLIN_000496900	GROS|GROS_g10654.t1
PPN02407	GPAL|GPLIN_000035000	GROS|GROS_g06155.t1
PPN04512	GPAL|GPLIN_000686000	GROS|GROS_g13096.t1
PPN01078	GPAL|GPLIN_000454900	GROS|GROS_g00121.t1
PPN01073	GPAL|GPLIN_000996900	GROS|GROS_g07676.t1
PPN04515	GPAL|GPLIN_000428600	GROS|GROS_g02782.t1
PPN05988	GPAL|GPLIN_000852800	GROS|GROS_g03031.t1
PPN04437	GPAL|GPLIN_000469200	GROS|GROS_g04574.t1
PPN04516	GPAL|GPLIN_000781300	GROS|GROS_g00005.t1
PPN04436	GPAL|GPLIN_000777900	GROS|GROS_g07329.t1
PPN05980	GPAL|GPLIN_000770900	GROS|GROS_g06753.t1
PPN05981	GPAL|GPLIN_000333700	GROS|GROS_g07187.t1
PPN05982	GPAL|GPLIN_000765400	GROS|GROS_g06929.t1
PPN04845	GPAL|GPLIN_000504200	GROS|GROS_g12432.t1
PPN05986	GPAL|GPLIN_001349100	GROS|GROS_g09386.t1
PPN04433	GPAL|GPLIN_000150700	GROS|GROS_g02141.t1
PPN04432	GPAL|GPLIN_000763700	GROS|GROS_g01017.t1
PPN03920	GPAL|GPLIN_001035600	GROS|GROS_g03250.t1
PPN03921	GPAL|GPLIN_000381600	GROS|GROS_g02804.t1
PPN03922	GPAL|GPLIN_001278000	GROS|GROS_g09032.t1
PPN03923	GPAL|GPLIN_001277900	GROS|GROS_g11047.t1
PPN03925	GPAL|GPLIN_000751500	GROS|GROS_g11301.t1
PPN03926	GPAL|GPLIN_000542600	GROS|GROS_g10122.t1
PPN03927	GPAL|GPLIN_000021600	GROS|GROS_g08076.t1
PPN03928	GPAL|GPLIN_001141900	GROS|GROS_g10043.t1
PPN03929	GPAL|GPLIN_000794100	GROS|GROS_g07893.t1
PPN12706	GPAL|GPLIN_001184500	GROS|GROS_g07312.t1
PPN12707	GPAL|GPLIN_001184700	GROS|GROS_g07311.t1
PPN12704	GPAL|GPLIN_001184100	GROS|GROS_g03483.t1
PPN12705	GPAL|GPLIN_001184300	GROS|GROS_g03482.t1
PPN12618	GPAL|GPLIN_001102300	GROS|GROS_g06560.t1
PPN12703	GPAL|GPLIN_001184000	GROS|GROS_g03485.t1
PPN12701	GPAL|GPLIN_001182900	GROS|GROS_g01270.t1
PPN12629	GPAL|GPLIN_001112000	GROS|GROS_g06863.t1
PPN12708	GPAL|GPLIN_001185000	GROS|GROS_g10670.t1
PPN12628	GPAL|GPLIN_001111600	GROS|GROS_g06869.t1
PPN08934	GPAL|GPLIN_000026100	GROS|GROS_g11033.t1
PPN08935	GPAL|GPLIN_000034600	GROS|GROS_g06159.t1
PPN08932	GPAL|GPLIN_000023200	GROS|GROS_g00821.t1
PPN08931	GPAL|GPLIN_000023100	GROS|GROS_g00820.t1
PPN04169	GPAL|GPLIN_000160400	GROS|GROS_g12276.t1
PPN04168	GPAL|GPLIN_001002100	GROS|GROS_g04323.t1
PPN04161	GPAL|GPLIN_000552300	GROS|GROS_g07948.t1
PPN04160	GPAL|GPLIN_000335500	GROS|GROS_g11916.t1
PPN04163	GPAL|GPLIN_001103900	GROS|GROS_g01477.t1
PPN04165	GPAL|GPLIN_000306900	GROS|GROS_g06307.t1
PPN04164	GPAL|GPLIN_001016000	GROS|GROS_g10829.t1
PPN04167	GPAL|GPLIN_001341200	GROS|GROS_g10561.t1
PPN04166	GPAL|GPLIN_001387500	GROS|GROS_g11745.t1
PPN04032	GPAL|GPLIN_000145100	GROS|GROS_g04249.t1
PPN08585	GPAL|GPLIN_000351900	GROS|GROS_g03653.t1
PPN08584	GPAL|GPLIN_001324800	GROS|GROS_g03936.t1
PPN08581	GPAL|GPLIN_001287500	GROS|GROS_g03461.t1
PPN04299	GPAL|GPLIN_001171300	GROS|GROS_g02059.t1
PPN04298	GPAL|GPLIN_000978900	GROS|GROS_g07853.t1
PPN04297	GPAL|GPLIN_000284100	GROS|GROS_g09889.t1
PPN04296	GPAL|GPLIN_000982400	GROS|GROS_g06850.t1
PPN04295	GPAL|GPLIN_000021500	GROS|GROS_g08075.t1
PPN04294	GPAL|GPLIN_000493200	GROS|GROS_g07843.t1
PPN04293	GPAL|GPLIN_000607400	GROS|GROS_g01138.t1
PPN04291	GPAL|GPLIN_000432600	GROS|GROS_g12018.t1
PPN04290	GPAL|GPLIN_000732400	GROS|GROS_g05038.t1
PPN04030	GPAL|GPLIN_000819400	GROS|GROS_g00519.t1
PPN12968	GPAL|GPLIN_001492000	GROS|GROS_g03979.t1
PPN12969	GPAL|GPLIN_001495000	GROS|GROS_g07367.t1
PPN12962	GPAL|GPLIN_001477700	GROS|GROS_g04856.t1
PPN12963	GPAL|GPLIN_001478100	GROS|GROS_g09670.t1
PPN12960	GPAL|GPLIN_001474300	GROS|GROS_g06188.t1
PPN12961	GPAL|GPLIN_001475000	GROS|GROS_g01949.t1
PPN12966	GPAL|GPLIN_001485100	GROS|GROS_g05974.t1
PPN12967	GPAL|GPLIN_001486100	GROS|GROS_g08573.t1
PPN12964	GPAL|GPLIN_001478200	GROS|GROS_g09669.t1
PPN12965	GPAL|GPLIN_001483400	GROS|GROS_g01718.t1
PPN12617	GPAL|GPLIN_001101200	GROS|GROS_g09006.t1
PPN04839	GPAL|GPLIN_001051000	GROS|GROS_g05576.t1
PPN04838	GPAL|GPLIN_000267000	GROS|GROS_g00952.t1
PPN04833	GPAL|GPLIN_000030900	GROS|GROS_g12208.t1
PPN04831	GPAL|GPLIN_001055500	GROS|GROS_g04511.t1
PPN04836	GPAL|GPLIN_000155500	GROS|GROS_g12241.t1
PPN04835	GPAL|GPLIN_001081600	GROS|GROS_g07722.t1
PPN04035	GPAL|GPLIN_001023300	GROS|GROS_g05159.t1
PPN04034	GPAL|GPLIN_001293800	GROS|GROS_g09070.t1
PPN12611	GPAL|GPLIN_001097600	GROS|GROS_g12700.t1
PPN08848	GPAL|GPLIN_000948700	GROS|GROS_g06803.t1
PPN12921	GPAL|GPLIN_001397400	GROS|GROS_g09579.t1
PPN06299	GPAL|GPLIN_000728800	GROS|GROS_g12139.t1
PPN06296	GPAL|GPLIN_000214500	GROS|GROS_g07413.t1
PPN06291	GPAL|GPLIN_000016500	GROS|GROS_g05970.t1
PPN06290	GPAL|GPLIN_000393900	GROS|GROS_g00905.t1
PPN06293	GPAL|GPLIN_000115000	GROS|GROS_g10099.t1
PPN06292	GPAL|GPLIN_000310400	GROS|GROS_g01555.t1
PPN09070	GPAL|GPLIN_000752900	GROS|GROS_g07495.t1
PPN09073	GPAL|GPLIN_000763900	GROS|GROS_g01019.t1
PPN09074	GPAL|GPLIN_000765200	GROS|GROS_g06927.t1
PPN09075	GPAL|GPLIN_000765300	GROS|GROS_g06928.t1
PPN09076	GPAL|GPLIN_000766100	GROS|GROS_g06941.t1
PPN09077	GPAL|GPLIN_000766300	GROS|GROS_g06943.t1
PPN09078	GPAL|GPLIN_000766500	GROS|GROS_g06947.t1
PPN09079	GPAL|GPLIN_000766800	GROS|GROS_g06950.t1
PPN05406	GPAL|GPLIN_000683200	GROS|GROS_g10376.t1
PPN02574	GPAL|GPLIN_000819900	GROS|GROS_g00513.t1
PPN02575	GPAL|GPLIN_000761400	GROS|GROS_g10982.t1
PPN02576	GPAL|GPLIN_001002000	GROS|GROS_g10319.t1
PPN02577	GPAL|GPLIN_000112800	GROS|GROS_g12873.t1
PPN02570	GPAL|GPLIN_000453200	GROS|GROS_g00101.t1
PPN02571	GPAL|GPLIN_000141000	GROS|GROS_g05887.t1
PPN02572	GPAL|GPLIN_001194300	GROS|GROS_g04031.t1
PPN02573	GPAL|GPLIN_001145600	GROS|GROS_g10989.t1
PPN02578	GPAL|GPLIN_000114200	GROS|GROS_g06615.t1
PPN02579	GPAL|GPLIN_000114300	GROS|GROS_g06614.t1
PPN12711	GPAL|GPLIN_001186300	GROS|GROS_g10059.t1
PPN06929	GPAL|GPLIN_000147800	GROS|GROS_g04218.t1
PPN03645	GPAL|GPLIN_000422300	GROS|GROS_g01544.t1
PPN12713	GPAL|GPLIN_001188400	GROS|GROS_g04881.t1
PPN00598	GPAL|GPLIN_000168400	GROS|GROS_g06676.t1
PPN12712	GPAL|GPLIN_001188300	GROS|GROS_g04880.t1
PPN12715	GPAL|GPLIN_001193600	GROS|GROS_g03297.t1
PPN00624	GPAL|GPLIN_000965600	GROS|GROS_g07488.t1
PPN12714	GPAL|GPLIN_001192500	GROS|GROS_g08836.t1
PPN02992	GPAL|GPLIN_000211600	GROS|GROS_g01232.t1
PPN02990	GPAL|GPLIN_000125300	GROS|GROS_g10943.t1
PPN02991	GPAL|GPLIN_000193500	GROS|GROS_g06530.t1
PPN12717	GPAL|GPLIN_001194100	GROS|GROS_g04033.t1
PPN02998	GPAL|GPLIN_001338600	GROS|GROS_g01401.t1
PPN02999	GPAL|GPLIN_000684600	GROS|GROS_g08652.t1
PPN12256	GPAL|GPLIN_000787800	GROS|GROS_g05676.t1
PPN06923	GPAL|GPLIN_000126000	GROS|GROS_g10949.t1
PPN12716	GPAL|GPLIN_001193800	GROS|GROS_g03300.t1
PPN12922	GPAL|GPLIN_001397900	GROS|GROS_g06459.t1
PPN12086	GPAL|GPLIN_000651300	GROS|GROS_g08720.t1
PPN12399	GPAL|GPLIN_000910900	GROS|GROS_g12367.t1
PPN12398	GPAL|GPLIN_000907900	GROS|GROS_g08895.t1
PPN12394	GPAL|GPLIN_000903000	GROS|GROS_g02065.t1
PPN12397	GPAL|GPLIN_000905000	GROS|GROS_g12555.t1
PPN12396	GPAL|GPLIN_000904000	GROS|GROS_g08161.t1
PPN12391	GPAL|GPLIN_000901800	GROS|GROS_g04619.t1
PPN12390	GPAL|GPLIN_000900100	GROS|GROS_g10276.t1
PPN12393	GPAL|GPLIN_000902500	GROS|GROS_g05321.t1
PPN12392	GPAL|GPLIN_000902400	GROS|GROS_g05320.t1
PPN11813	GPAL|GPLIN_000421500	GROS|GROS_g03195.t1
PPN12415	GPAL|GPLIN_000923600	GROS|GROS_g06456.t1
PPN12257	GPAL|GPLIN_000788300	GROS|GROS_g13017.t1
PPN04334	GPAL|GPLIN_000133700	GROS|GROS_g05607.t1
PPN04335	GPAL|GPLIN_000734200	GROS|GROS_g01093.t1
PPN04336	GPAL|GPLIN_000062100	GROS|GROS_g04523.t1
PPN04337	GPAL|GPLIN_000514100	GROS|GROS_g01775.t1
PPN04330	GPAL|GPLIN_000100300	GROS|GROS_g09584.t1
PPN04331	GPAL|GPLIN_001066300	GROS|GROS_g00420.t1
PPN04332	GPAL|GPLIN_000223100	GROS|GROS_g04809.t1
PPN04333	GPAL|GPLIN_000733800	GROS|GROS_g01087.t1
PPN04338	GPAL|GPLIN_000655000	GROS|GROS_g01206.t1
PPN04339	GPAL|GPLIN_000816300	GROS|GROS_g02678.t1
PPN04628	GPAL|GPLIN_000244300	GROS|GROS_g04387.t1
PPN04629	GPAL|GPLIN_001051900	GROS|GROS_g04377.t1
PPN00837	GPAL|GPLIN_000778800	GROS|GROS_g07337.t1
PPN00835	GPAL|GPLIN_000257500	GROS|GROS_g04415.t1
PPN00838	GPAL|GPLIN_000027700	GROS|GROS_g04743.t1
PPN06669	GPAL|GPLIN_000532100	GROS|GROS_g09880.t1
PPN06664	GPAL|GPLIN_000138500	GROS|GROS_g09516.t1
PPN06667	GPAL|GPLIN_000445000	GROS|GROS_g08616.t1
